"Name","Species","GRIN","Synonym","Breeding Program","Parent1","Parent2","Pedigree","Description"
"VA03W-644","aestivum","","","VAT","","","ROANE//W14/ROANE,BC1F5",""
"VA03W-646","aestivum","","","VAT","","","VA96W234//NING9016/VA96W234,BC1F5",""
"VA03W-647","aestivum","","","VAT","","","GA891283LE18//SHAAN85-15(SCAB-RES)/GA891283LE18,BC1F5",""
"VA03W-652","aestivum","","","VAT","","","PION2684*2//NING9016/PION2684,BC2F5",""
"VA03W-671","aestivum","","","VAT","","","NING7840/PION2684//VA96-54-244(C9803/FREEDOM)",""
"VA03W-672","aestivum","","","VAT","","","PAR-50(WUHAN1:SCAB-RES)//90-52-82/C9835/3/C9803",""
"VA03W-674","aestivum","","","VAT","","","PC-7(CHILL_S_/YM16:SCAB-RES)/3/92-51-39(IN71761A4-31-4-48//71-54-147/MCN1813)//CK9803/RCT/4/93-52-55(MSY*3/BALKAN//SAL)",""
"VA04W-227","aestivum","","","VAT","","","SS520_S_(97W-173=FFR555W/GORE)/ARMOR3235(AR494B-2-2=PION2550/KEISER)",""
"VA04W-264","aestivum","","","VAT","","","97W-533[FFR555W/GORE//CK9803/VA87-54-636(SAL/JUGOSLAVIA)]/NC95-11612(STELLA/KS85WGRC01//C8433/3/C8629/FL7927),HF-RES",""
"VA04W-306","aestivum","","","VAT","","","FFR518W(UGA87467=GA80573//GORE/BALKAN)/SS520_S_(97W-173=FFR555W/GORE)",""
"VA04W-360","aestivum","","","VAT","","","FRENCHLINEVR95B717/ROANE//VA96W-391(IN81401A1-32-2/CK9803)",""
"VA04W-389","aestivum","","","VAT","","","ERNIE/3/P92823A1-1-2-3-5//ROANE/PION2643",""
"VA04W-433","aestivum","","","VAT","","","NING7840/PION2684//96-54-244(CK9803/FREEDOM)",""
"VA04W-439","aestivum","","","VAT","","","NING7840/PION2691//ROANE(71-54-147/CK68-15//IN65309C7-18-2-3-2)",""
"VA04W-474","aestivum","","","VAT","","","ROANE//W14/CK9134,H4",""
"VA04W-503","aestivum","","","VAT","","","JACKSON///JACKSON//SHAAN85-2/JACKSON,BC2F6",""
"VA04W-547","aestivum","","","VAT","","","PION2684*2//W14/PION2684,BC2F5",""
"VA04W-561","aestivum","","","VAT","","","ROANE*2//FUTAI8944/ROANE,BC2F5",""
"VA04W-563","aestivum","","","VAT","","","ROANE//FUTAI8946/ROANE,BC1F6",""
"VA04W-568","aestivum","","","VAT","","","ROANE*2//W14/ROANE/3/2*ROANE,BC4F4",""
"VA04W-569","aestivum","","","VAT","","","ROANE*2//VR95B717/ROANE,BC2F5",""
"VA04W-570","aestivum","","","VAT","","","ROANE*2//VR95B717/ROANE,BC2F5",""
"VA04W-571","aestivum","","","VAT","","","ROANE*2//VR95B717/ROANE,BC2F5",""
"VA04W-592","aestivum","","","VAT","","","ROANE//ER-MAI9/ROANE,BC1F6ORGA891283LE18//ER-MAI9/GA891283LE18,BC1F6",""
"VA04W-608","aestivum","","","VAT","","","ERNIE*2//VR95B71/ERNIE,BC2F5",""
"VA04W-628","aestivum","","","VAT","","","ERNIE//NING7840/ERNIE,BC1F6",""
"VA04W-86","aestivum","","","VAT","","","SS520(96-54-158=FFR555W/GORE)/PION2552//ROANE(VA93-54-429=71-54-147/CK68-15//IN65309C7-18-2-3-2)",""
"VA04W-90","aestivum","","SW049029104","VAT","","","SS520(96-54-158=FFR555W/GORE)/PION2552//ROANE(VA93-54-429=71-54-147/CK68-15//IN65309C7-18-2-3-2)",""
"VA04W-92","aestivum","","","VAT","","","SS520(96-54-158=FFR555W/GORE)/PION2552//ROANE(VA93-54-429)",""
"VA05W-101","aestivum","","","VAT","","","COKER9025(BL930390)/SS550(VA96W-247=SISSON_S_)",""
"VA05W-108","aestivum","","","VAT","","","COKER9025(BL930390)/SISSON_S_(VA97W-375)",""
"VA05W-125","aestivum","","","VAT","","","COKER9025(BL930390)/MCCORMICK(VA98W-591)",""
"VA05W-168","aestivum","","","VAT","","","FFR522(GA84414=P71761/CK797:LR-RES)/TRIBUTE(VA98W-593)",""
"VA05W-22","aestivum","","","VAT","","","96W-391[IN81401A1-32-2(PM-RES)/CK9803]//SISSON_S_(96-54-244)/PION2552",""
"VA05W-239","aestivum","","","VAT","","","SS520(VA96W-158)//SISSON(96W-250)/AGRIPROMASON(R/TRW)",""
"VA05W-250","aestivum","","","VAT","","","VA98W-130(SAVANNAH/VA87-54-558//VA88-54-328(LOV29/TYL//RCT*2/GAINES)/GORE)//96W-348[IN81401A1-32-2(PM-RES)/FFR555W]/PION26R61(XW663)",""
"VA05W-255","aestivum","","","VAT","","","VA98W-130(SAVANNAH/VA87-54-558//VA88-54-328(LOV29/TYL//RCT*2/GAINES)/GORE)//CK9835/SS520(96W-158)",""
"VA05W-257","aestivum","","","VAT","","","VA98W-130(SAVANNAH/VA87-54-558//VA88-54-328(LOV29/TYL//RCT*2/GAINES)/GORE)//CK9835/SS520(96W-158)",""
"VA05W-313","aestivum","","","VAT","","","AGRIPROPATTON(A94-1048)/3/TX93V5717[TAM-200(HASAMIGOGENE)/TX82D5668:LR-RES]/96-54-347[IN81401A1-32-2(PM-RES)/FFR555W]//96-52-67(CK983/MADISON)",""
"VA05W-317","aestivum","","","VAT","","","AP-D94-5389(AP-E86-5155/VA82-52-64)//CK9835/SS520(96W-158)",""
"VA05W-349","aestivum","","","VAT","","","AR584A-3-1(FL302//COKER833/HUNTER)/USG3209(94-54-479)//VAN97W-474(IN81401A1-32-2(PM-RES)/CK9803)",""
"VA05W-363","aestivum","","","VAT","","","SS550(96W-247=SISSON_S_)/97-51-26(SAVANNAH/MADISON)//CK9835/SS520(96W-158)",""
"VA05W-376","aestivum","","","VAT","","","SISSON_S_(VA97W-375WS)/TRIBUTE(VA98W-593)",""
"VA05W-39","aestivum","","","VAT","","","PION2643(PIONXW522)/SISSON_S_(97W-375)",""
"VA05W-417","aestivum","","","VAT","","","ROANE/3/NING7840/CK9904//PION2552",""
"VA05W-421","aestivum","","","VAT","","","ROANE/3/NING7840/CK9904//PION2552",""
"VA05W-425","aestivum","","","VAT","","","ROANE/3/NING7840/COKER9904//PIONEER2552",""
"VA05W-436","aestivum","","","VAT","","","OH552(P71761A4-31-5-33/MD55-286-21)/AGS2000",""
"VA05W-448","aestivum","","","VAT","","","IL94-1909(SCAB-RES)/SISSON_S_(VA97W-375WS*=CK9803/FREEDOM:WHITESEED",""
"VA05W-452","aestivum","","","VAT","","","IL94-1909(SCAB-RES)/SISSON_S_(VA97W-375WS*=CK9803/FREEDOM:WHITESEED",""
"VA05W-464","aestivum","","","VAT","","","96W-348[IN81401A1-32-2(MILDEW-RES.)/FFR555W]/P92823A1-1-4-4-5(CLARK*4/NING7840)//MCCORMICK[VA98W-591=(92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/AL870365(CK747*2/AMIGO)]",""
"VA05W-491","aestivum","","","VAT","","","ERNIE/VA96W-372//SS520(VA96W-158=FFR555W/GORE)",""
"VA05W-498","aestivum","","","VAT","","","ROANE/PION2684//OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)",""
"VA05W-500","aestivum","","","VAT","","","ROANE/PION2684//OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)",""
"VA05W-510","aestivum","","","VAT","","","ROANE/PION2684//OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)",""
"VA05W-517","aestivum","","","VAT","","","ROANE/ERNIE//MCCORMICK",""
"VA05W-53","aestivum","","","VAT","","","MCCORMICK(VA98W-591)/PIONEER26R61(PXW663)",""
"VA05W-534","aestivum","","","VAT","","","GOLDFIELD(P89118RC1-X-9-3-3-1=INW9241/P79410D1-3//CLARK)/TRIBUTE//GIBSON(M94-1069)VA06W-575ROANE/PION2684//OH552(P71761A4-31-5-33/MD55-286-21:FHBRES)",""
"VA05W-633","aestivum","","","VAT","","","RENWOOD3260*2//W14/RENWOOD3260/3/RENWOOD3260,BC3F6",""
"VA05W-640","aestivum","","","VAT","","","RENWOOD3260*2//W14/RENWOOD3260/3/RENWOOD3260,BC3F7",""
"VA05W-641","aestivum","","","VAT","","","RENWOOD3260*2//FUTAI8944/RENWOOD3260/3/RENWOOD3260",""
"VA05W-65","aestivum","","","VAT","","","MCCORMICK(VA98W-591)/PIONEER26R61(PXW663)",""
"VA05W-673","aestivum","","","VAT","","","ROANE*2//W14/ROANE,BC3F4",""
"VA05W-681","aestivum","","","VAT","","","ROANE*2//FUTAI8944/ROANE/3/ROANE,BC3F4",""
"VA05W-70","aestivum","","","VAT","","","TRIBUTE/AGS2000",""
"VA05W-714","aestivum","","","VAT","","","PION2684*2//FUTAI8944/PION2684",""
"VA05W-775","aestivum","","","VAT","","","3010-9-30-5(W14/ROANEBCLINE)",""
"VA05W-777","aestivum","","","VAT","","","3007-8-12-2(W14/ROANEBCLINE)",""
"VA05W-99","aestivum","","","VAT","","","COKER9025(BL930390)/SS550(VA96W-247=SISSON_S_)",""
"VA06HRW-108","aestivum","","","VAT","","","HEYNE(KS85W633-11-6-42)/RENWOOD3260(VA96-54-326=SC861562/CK9803)//92PIN#135",""
"VA06HRW-3","aestivum","","","VAT","","","VA97W-469[IN81401A1-32-2(PM-RES)/CK9803]/HEYNE=KS85W663-42",""
"VA06HRW-43","aestivum","","","VAT","","","92PAN1#29/RENWOOD3260[VA96-54-326=SC861562/CK9803]",""
"VA06HRW-49","aestivum","","VISION30","VAT","","","92PAN1#33/RENWOOD3260_S_(VA97W-414)",""
"VA06HRW-66","aestivum","","VISION40","VAT","","","92PIN#109/92PAN1#33",""
"VA06HRW-79","aestivum","","","VAT","","","ETECHO/RENWOOD3260(VA96-54-326=SC861562/CK9803)//92PIN#109",""
"VA06W-112","aestivum","","","VAT","","","VA97W-533(FFR555W/GORE//COKER9803/VA87-54-636)/RC-STRATEGY[VA98W-586=92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE_S_(91-54-219)]",""
"VA06W-146","aestivum","","","VAT","","","RENWOOD3260_S_[VA97W-414=SC861562(PM-RES.)/CK9803]/LA87167D8-10-2",""
"VA06W-194","aestivum","","","VAT","","","RC-STRATEGY[VA98W-586=92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE_S_(91-54-219)]/VA98W-179(FFR555W/GORE//FFR555W/CK9803)",""
"VA06W-215","aestivum","","","VAT","","","MCCORMICK(VA98W-591)/GA881130LE5(LR37,YR17,SR38)",""
"VA06W-237","aestivum","","","VAT","","","COKER9025(BL930390=AL850046/CK86-23)/VA98W-430[91-54-343(IN71761A4-31-5-48//71-54-147/MCN1813)/PION2548]",""
"VA06W-256","aestivum","","","VAT","","","MCCORMICK_S_(VA98W-590)/VAN99W-97[CK983//GA-ANDY/VA90-21-20(79IWWRN67//CK65-20/ATR)]",""
"VA06W-392","aestivum","","","VAT","","","VA96W-49(SAVANNAH/MADISON)/AGS2000(UGA89482E7)//RC-STRATEGY[VA98W-586=92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE_S_(91-54-219)]",""
"VA06W-423","aestivum","","","VAT","","","AGRIPRO_PATTON(A94-1048)/AGS2000(UGA89482E7)//VA99W-175[91-54-343(IN71761A4-31-5-48//71-54-147/MCN1813)/92-52-52(ADRIA/2*SAL)]",""
"VA06W-44","aestivum","","","VAT","","","PIONEER26R24/MCCORMICK",""
"VA06W-529WS","aestivum","","","VAT","","","PION25W33/PEARL//VA97W-361WS(CK9803/FREEDOM)/PION25W60",""
"VA06W-539","aestivum","","","VAT","","","NING7840/PIO2684//VA96-54-244",""
"VA06W-540","aestivum","","","VAT","","","NING7840/PIO2684//VA96-54-244",""
"VA06W-541","aestivum","","","VAT","","","NING7840/PIO2691//ROANE",""
"VA06W-553","aestivum","","","VAT","","","ROANE/3/NING7840/COKER9904//PIONEER2552",""
"VA06W-557","aestivum","","","VAT","","","IL94-1549/AGS2000",""
"VA06W-558","aestivum","","","VAT","","","VA96W-348[IN81401A1-32-2(MILDEW-RES.)/FFR555W]/P92823A1-1-4-4-5(CLARK*4/NING7840)//MCCORMICK[92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/AL870365(CK747*2/AMIGO)]",""
"VA06W-561","aestivum","","","VAT","","","OH618//ROANE/SISSON\224S\224(VA96W234)",""
"VA06W-571","aestivum","","","VAT","","","ROANE/PIO2684//OH552",""
"VA06W-574","aestivum","","","VAT","","","ROANE/PIO2684//OH552",""
"VA06W-575","aestivum","","","VAT","","","ROANE/PION2684//OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)",""
"VA06W-578","aestivum","","","VAT","","","ROANE/PION2684//OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)",""
"VA06W-580","aestivum","","","VAT","","","ROANE/Pion 2684//OH 552 (P71761A4-31-5-33/MD55-286-21: FHB-RES),F9",""
"VA06W-585","aestivum","","","VAT","","","ROANE/ERNIE//MCCORMICK",""
"VA06W-587","aestivum","","","VAT","","","ROANE//OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)/AGS2000(UGA89482E7=P2555/PF94301//FL302)",""
"VA06W-594","aestivum","","","VAT","","","P88288C1-6-1-2-8/VAN98W-346//RCSTRATEGY",""
"VA06W-595","aestivum","","","VAT","","","P88288C1-6-1-2-8/VAN98W-346//RCSTRATEGY",""
"VA06W-598","aestivum","","","VAT","","","P89118RC1-X-9-3-3-1/TRIBUTE//M94-1069",""
"VA06W-6","aestivum","","","VAT","","","TRIBUTE(VA98W-593)/AGS2000(UGA89482E7)",""
"VA06W-600","aestivum","","","VAT","","","GOLDFIELD(P89118RC1-X-9-3-3-1=INW9241/P79410D1-3//CLARK)/TRIBUTE//GIBSON(M94-1069)",""
"VA06W-602","aestivum","","","VAT","","","P89118RC1-X-9-3-3-1/TRIBUTE//M94-1069",""
"VA06W-608","aestivum","","","VAT","","","FREEDOM/NEUSE_S_(NC96-13374)//RC-STRATEGY(VA98W-586)",""
"VA06W-612","aestivum","","","VAT","","","FREEDOM/NEUSE_S_(NC96-13374)//VA98W-688[ROANE_S_(91-54-219)//FFR555W/GORE]",""
"VA06W-615","aestivum","","","VAT","","","ROANE/OH552(P71761A4-31-5-33/MD55-286-21:FHB-RES)//RCSTRATEGY[VA98W-586=92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/91-54-219(71-54-147/CK68-15//IN65309C7-18-2-3-2)]",""
"VA06W-622","aestivum","","","VAT","","","IL89-6489/SISSON\224S\224(VA97W-375)//ERNIE",""
"VA06W-627","aestivum","","","VAT","","","IL94-1549/VA97W-375//COKER9025",""
"VA06W-93","aestivum","","","VAT","","","SS550(VA96W-247)&SISSON(VA96W-250)/RC-STRATEGY[VA98W-586=92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE_S_(91-54-219)]",""
"VA07HRW-100","aestivum","","","VAT","","","92PAN1#33/PIONEER2137//92PAN2#26",""
"VA07HRW-130","aestivum","","","VAT","","","JOSEF(AUSTRIANBREADWHEAT)/PIONEER25W33//HEYNE",""
"VA07HRW-22","aestivum","","","VAT","","","92PAN1#33/RENWOOD3260_S_(VA97W-414)",""
"VA07HRW-25","aestivum","","","VAT","","","92PAN1#33/RENWOOD3260_S_(VA97W-414)",""
"VA07HRW-45","aestivum","","VISION45","VAT","","","PROVINCIALE/VISION10(92PAN2#26)",""
"VA07HRW-79","aestivum","","","VAT","","","RECITAL/92PAN2#26//92PAN1#33",""
"VA07HRW-93","aestivum","","","VAT","","","92PAN1#33/RECITAL//92PIN#107",""
"VA07HRW-97","aestivum","","","VAT","","","92PAN1#33/2137//VISION10(92PAN2#26)",""
"VA07W-138","aestivum","","","VAT","","","P26R24/MCCORMICK//VA98W-688",""
"VA07W-214","aestivum","","","VAT","","","VAN99W-20[VA90-54-631(TYL/CK78-23//MCN1003/3/4*MSY/8/SAL/7/FL737G3-12-2-12/TYL/5/CI13836/9*CC//WLR/3/SVRN/4/FLND/6/TYL)/VA90-52-49(HUNTER/WLR)]/VA99W-187[91-54-343(IN71761A4-31-5-48//71-54-147/MCN1813)/91-54-222(71-54-147/CK68-15",""
"VA07W-27","aestivum","","","VAT","","","TRIBUTE[VA98W-593=(92-51-39(IN71761A4-31-5-48//71-54-147-MCN1813)/AL870365(CK747*2/AMIGO))/AGS2000(UGA89482E7=P2555/PF84301//FL302)",""
"VA07W-347","aestivum","","","VAT","","","VA98W-430[91-54-343(IN71761A4-31-5-48//71-54-147/MCN1813)/PION2548]/PIONEERXW681(2555*5/SALAMI//2555*4/STELLA/3/2555SIB/FLORIDA302)//AGS2000(GA89482E7=P2555/PF84301//FL302)",""
"VA07W-429","aestivum","","","VAT","","","VA99W-169(VA91-54-343/VA92-52-52)/GA881130LE5//CRAWFORD",""
"VA07W-568","aestivum","","","VAT","","","ROANE/ERNIE//MCCORMICK",""
"VA07W-569","aestivum","","","VAT","","","ROANE/ERNIE//MCCORMICK,F10",""
"VA07W-580","aestivum","","","VAT","","","GOLDFIELD(P89118RC1-X-9-3-3-1=INW9241/P79410D1-3//CLARK:FHB-RES)/TRIBUTE//IL4162",""
"VA07W-591","aestivum","","","VAT","","","FREEDOM/NC96-13374//RC-STRATEGY",""
"VA07W-594","aestivum","","","VAT","","","FREEDOM/NEUSE_S_(NC96-13374)//RC-STRATEGY",""
"VA07W-600","aestivum","","","VAT","","","OH552/SS550//RC-STRATEGY",""
"VA07W-601","aestivum","","","VAT","","","OH552/SS550//RC-STRATEGY",""
"VA07W-607","aestivum","","","VAT","","","IL89-6489(PIONEER9021L//ROLAND/IL77-2656:FHB-RES)/SISSON_S_(VA97W-375=CK9803/FREEDOM)//ERNIE",""
"VA07W-643","aestivum","","","VAT","","","COKER9474(SCABRES)/MCCORMICK_S_(VA98W-590)",""
"VA07W-672","aestivum","","","VAT","","","RENWOOD3260*2//W14/RENWOOD3260(VA96W-326)/3/RENWOOD3260,BC3F7",""
"VA07W-83","aestivum","","","VAT","","","TRIBUTE(VA98W-593=[92-51-39(IN71761A4-31-5-48//71-54-147/MCN1813)/AL870365(CK747*2/AMIGO)]/LA9070G45-3-3-1",""
"VA08HRW-103","aestivum","","","VAT","","","KS01HW54(94HW123-5/BTYSIB)/PROVINCIALE",""
"VA08HRW-104","aestivum","","","VAT","","","KS01HW54(94HW123-5/BTYSIB)/PROVINCIALE",""
"VA08HRW-109","aestivum","","","VAT","","","RECITAL/AGRIPROCHARTER(AGRIPROW96-410)//92PAN1#33(W2424*SIOUXLAND/2163)",""
"VA08HRW-12","aestivum","","","VAT","","","PAVON76(HMW1DSUBUNIT5+10:WSCIMMYTSPR.WHEAT)/PIONEER_2643//VISION10(92PAN2#26)",""
"VA08HRW-79","aestivum","","","VAT","","","S.6742/92PAN1#33//92PIN#107",""
"VA08HRW-80","aestivum","","","VAT","","","S.6742/92PAN1#33//92PIN#107",""
"VA08HRW-98","aestivum","","","VAT","","","KS01HW54(94HW123-5/BTYSIB)/PROVINCIALE",""
"VA08HWW-100","aestivum","","","VAT","","","KS01HW54(94HW123-5/BTYSIB)/PROVINCIALE",""
"VA08MAS-412","aestivum","","","VAT","","","VA99W-169(VA91-54-343/VA92-52-52)/GA881130LE5//CRAWFORD",""
"VA08W-165","aestivum","","","VAT","","","VA00W-366[93-54-418(SAL*2/SC822290=NAINARI60/ATR71//KVZ)/FFR555W//CK9803]/TRIBUTE",""
"VA08W-193","aestivum","","","VAT","","","AGS2000/USG3706 (VA98W-706)//DOMINION",""
"VA08W-196","aestivum","","","VAT","","","AGS2000(GA89482E7=P2555/PF84301//FL302)/USG3706[VA98W-706=91-54-350(IN71761A4-31-5-48//71-54-147/MCN1813)//FFR555W/GORE]//DOMINION[VA00W-526=FFR555W/91-54-343(IN71761A4-31-5-48//71",""
"VA08W-223","aestivum","","","VAT","","","GF90524E1[COKER9835/GA861278(GORE/FL302)]/USG3706[VA98W-706=91-54-350(IN71761A4-31-5-48//71-54-147/MCN1813)//FFR555W/GORE]//SS520",""
"VA08W-232","aestivum","","","VAT","","","GF921221E16(GA83519/GA85240//GA861278)/MCCORMICK_S_(VA98W-590)//VA99W-200[91-54-343(IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE_S_(91-54-222)]",""
"VA08W-286","aestivum","","","VAT","","","PIONEER25R38(STRONGGLUTENSRW)/TRIBUTE",""
"VA08W-295","aestivum","","","VAT","","","SS520(VA96W-158=FFR555W/GORE)/VA99W-188[91-54-343(IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE_S_(91-54-222)]//TRIBUTE",""
"VA08W-622","aestivum","","","VAT","","","FREEDOM/NEUSE&quot;S&quot; (NC96-13374)//VA98W-688[ROANE&quot;S&quot; (91-54-219)//FFR555W/GORE],F9",""
"VA08W-630","aestivum","","","VAT","","","OH 552(P71761A4-31-5-33/MD55-286-21: FHB-RES)/SS550 (VA96W-247= CK9803/FREEDOM)//RC STRATEGY [VA98W-586=92-51-39 (IN71761A4-31-5-48//71-54-147/MCN1813)/ROANE&quot;S&quot; (91-54-219)],F9",""
"VA08W-632","aestivum","","","VAT","","","OH552/SS550(VA96W-247)//RCSTRATEGY(VA98W-586)",""
"VA08W-653","aestivum","","","VAT","","","COKER9474(FHB-RES)/NEUSE&quot;S&quot; (NC96-13374),F8",""
"VA08W-672","aestivum","","","VAT","","","VA01W-462/USG3706(VA98W-706)",""
"VA08W-709","aestivum","","","VAT","","","ERNIE/AGS2000//TRIBUTE,F7",""
"VA08W-734","aestivum","","","VAT","","","COKER9474(FHB-RES)/IL97-2945(FHB-RES)//TRIBUTE",""
"VA08W-740","aestivum","","","VAT","","","B961092(SCABRES)/VA00W-566[(CHILL_S_/YMI6)/PION2548//PION2684]//MCCORMICK_S_(VA98W-590)",""
"VA08W-92","aestivum","","","VAT","","","RENWOOD3260_S_(VA97W-414)/LA9070G45-3-3-1:OKYLD/VGTSWT/M.MAT/MSHT/GLOD/RESPM/?LR//TRIBUTE(VA98W-593)",""
"VA09HRW-43","aestivum","","","VAT","","","KS01HW54(94HW123-5/BTYSIB)/PROVINCIALE",""
"VA09HRW-6","aestivum","","","VAT","","","PROVINCIALE/VISION10(92PAN2#26)",""
"VA09HRW-64","aestivum","","","VAT","","","JAGALENE[JAGGER/ABILENE(=PI631376;W98-362):LR17,24;HITWT;G-QWL;ML]/PROVINCIALE",""
"VA09HRW-66","aestivum","","","VAT","","","JAGALENE/PROVINCIALE",""
"VA09W-45","aestivum","","","VAT","","","GF921221E16(GA83519/GA85240//GA861278)/MCCORMICK_S_//VA99W-200(VA91-54-343/ROANE_S_)",""
"VA09W-51","aestivum","","","VAT","","","GF921221E16/MCCORMICK_S_//VA99W-200",""
"VA09W-608","aestivum","","","VAT","","","97397B1-4-5/MCCORMICK//B980582(CKR9511)",""
"VA09W-623","aestivum","","","VAT","","","NC96-13374/Ceruga5//MCCORMICK224S&quot;",""
"VA09W-635","aestivum","","","VAT","","","COKER9474/MCCORMICK_S_//ERNIE",""
"VA09W-636","aestivum","","","VAT","","","ERNIE/NC96-13374(SCABRES)//MCCORMICK",""
"VA09W-641","aestivum","","","VAT","","","ERNIE/NC96-13374(SCAB RES)//MCCORMICK,F8",""
"VA09W-644","aestivum","","","OSU","","","UNK",""
"VA09W-654","aestivum","","","VAT","","","VA98W-749[GA821066-1-7-2-1 (GA73054//STACY/AL&quot;S&quot;)//CK9803/FREEDOM]/IL96-3073(SCAB RES)//9793A1-5(INW9853/INW9811//ERNIE),F8",""
"VA09W-656","aestivum","","","VAT","","","NEUSE/VA99W-200//MCCORMICK",""
"VA09W-657","aestivum","","","VAT","","","NEUSE/VA99W-200(VA91-54-343/ROANE_S_)//MCCORMICK",""
"VA09W-659","aestivum","","","VAT","","","NEUSE/VA99W-200(VA91-54-343/ROANE_S_)//MCCORMICK",""
"VA09W-67","aestivum","","","VAT","","","VA99W-188(VA91-54-343/ROANE_S_)/TRIBUTE",""
"VA10HRW-13","aestivum","","","VAT","","","VISION20(HICKOK/KS94U213//KARL92=00F5--58-3)/STANOF",""
"VA10HRW-14","aestivum","","","VAT","","","VISION20(HICKOK/KS94U213//KARL92=00F5--58-3)/STANOF",""
"VA10HRW-42","aestivum","","","VAT","","","SX1411/PIONEER25R78//KS00F5--22-1 (KSU bulk selection)",""
"VA10HRW-48","aestivum","","","VAT","","","SX1411/PIONEER25R78//KS00F5--22-1 (KSU bulk selection)",""
"VA10HRW-60","aestivum","","","VAT","","","SX1411/PIONEER25R78//KS00F5--22-1 (KSU bulk selection)",""
"VA10W-112","aestivum","","","VAT","","","KY97C-0540-04/GF951079-2E31",""
"VA10W-118","aestivum","","","VAT","","","KY97C-0540-04/GF951079-2E31",""
"VA10W-126","aestivum","","","VAT","","","PIONEER25R47/JAMESTOWN",""
"VA10W-159WS","aestivum","","","VAT","","","TW137-003(W052/W044)/VA97W-375WS(CK9803/FREEDOM)//VA98W-627WS[92-52-11(A55-2//AXM/9*CC/3/PION2550)/CK9803]",""
"VA10W-617","aestivum","","","VAT","","","VA98W-749/IL96-3073//COKER9474",""
"VA10W-669","aestivum","","","VAT","","","CHESAPEAKE/COKER9511",""
"VA11HRW-105","aestivum","","","VAT","","","SX1406W/00F5--22-1(BULKSELN)//KS00F5--20-3-2(BULKSELN)",""
"VA11HRW-109","aestivum","","","VAT","","","SX1406W/00F5--22-1(KSU-BULKSELN)//KS00F5--20-3-2(KSU-BULKSELN)",""
"VA11HRW-116","aestivum","","","VAT","","","KS01HW54(KSU-J.MARTIN)/LAKIN(KS96HW115=KS89H130/ARLIN)//KS00F5--20-3-2(BULKSELN)",""
"VA11HRW-120","aestivum","","","VAT","","","KS01HW54(KSU-J.MARTIN)/LAKIN(KS96HW115=KS89H130/ARLIN)//KS00F5--20-3-2(BULKSELN)",""
"VA11HRW-176","aestivum","","","VAT","","","KS00WGRC44(TAM107*3/TA1715)/LAKIN(KS96HW115=KS89H130/ARLIN)//TX99D4478[TX92D8040*3/TTCC259(=WX93D230-1)]",""
"VA11HWW-113","aestivum","","","VAT","","","KS01HW54(KSU-J.MARTIN)/LAKIN(KS96HW115=KS89H130/ARLIN)//KS00F5--20-3-2(BULKSELN)",""
"VA11HWW-117","aestivum","","","VAT","","","KS01HW54(KSU-J.MARTIN)/LAKIN(KS96HW115=KS89H130/ARLIN)//KS00F5--20-3-2(BULKSELN)",""
"VA11W-165","aestivum","","","VAT","","","VA03W-192/VA03W-436",""
"VA11W-195","aestivum","","","VAT","","","SS-MPV57(VA97W-24)/M99*3098//VA03W-434",""
"VA11W-196","aestivum","","","VAT","","","SS-MPV57(VA97W-24)/M99*3098//VA03W-434",""
"VA11W-323WS","aestivum","","","VAT","","","TW110-062(PION25W33/CALEDONIA)/VA97W-375WS(SISSONSIB)",""
"VA11W-FHB110","aestivum","","","VAT","","","VA02W-713/TRIBUTE//VA07W-120",""
"VA11W-FHB13","aestivum","","VA11W-FHB-13","VAT","","","P97397B1-4-5/MCCORMICK//COKER9511",""
"VA11W-FHB38","aestivum","","VA11W-FHB-38","VAT","","","IL99-15867/VA04W-433(NING7840/PION2684//VA96-54-244)",""
"VA11W-FHB39","aestivum","","VA11W-FHB-39","VAT","","","IL99-15867/VA04W-433(NING7840/PION2684//VA96-54-244)",""
"VA11W-FHB40","aestivum","","VA11W-FHB-40","VAT","","","P97397J1-4-1-4-7/VA04W-433(NING7840/PION2684//96-54-244)",""
"VA11W-FHB61","aestivum","","","VAT","","","VA97W-375RS/FG95195//VA04W-547",""
"VA11W-FHB71","aestivum","","VA11W-FHB-71","VAT","","","VA00W-38/P97397E1-11-2-4-1-1//COKER9511",""
"VA11W-FHB75","aestivum","","","VAT","","","VA04W-513/P97397E1-11-2-4-1-1//VA04W-433",""
"VA11WFHB57","aestivum","","","VAT","","","VA03W-646/COKER9511",""
